ptp,boards,rt,response.Q0,response.Q1
sub_044,no_schema,53744.5,"Microwave, Rubik's cube, treadmill, pool table, beer bottle, hose",NA
sub_045,no_schema,31570.699999999255,"Macaroni, showerhead, table, onion, steering wheel, bookshelf",NA
sub_045,schema_c,49498.300000000745,"bathtub, sandal, doorhandle, playing card, car mirror, curtain","chair, salt shaker, schoolbus, map, television, doughnut"
sub_045,schema_ic,39706.199999999255,"sink,  cucumber, picnic table, traffic light, beer glass, tomatoes","atm, christmas tree, cow, drums, lightbulb, chair"
sub_045,schema_l,53915.60000000149,"present, jackolantern, kiwi, payphone, flower, shovel","tortilla, coffee mug, squirrel, bike wheel, cloud, bee"
sub_045,random_loc,33643.199999999255,"shopping cart, tree, foosball table, bus, ice cube, ladybug","microwave, rubix cube, treadmill, pool table, bottle, hose"
sub_046,schema_c,84830,"bun, stairs, water fountain, bed, basketball, plug socket","pasta, shower, table, onion, steering wheel,cabinet"
sub_046,schema_ic,47144.89999997616,"bath, flip flop, door handle, card, wingmirror, cutrain","chair, salt, bus, map, TV, doughnut"
sub_046,schema_l,45928.5,"sink, cucumber, table, traffic lights, Guinness, tomatoes","ATM, christmas tree, cow, drums, bulb, chair"
sub_046,random_loc,41792.800000071526,"present, pumpkin, kiwi, phone, rose, spade","naan bread, flask, squirrel, wheel, cloud, wasp"
sub_046,no_schema,20946.799999952316,"microwave, rubiks cube, treadmill, pool table, beer, hose",NA
sub_047,no_schema,25241.5,"pasta, shower head, table, onion, wheel and cupboard",NA
sub_047,schema_c,77817.59999999404,"bath, sandle, door handle, card, mirror, curtain","chair, salt, bus, map, tv, doughnut"
sub_047,schema_ic,45616.79999999702,"sink, cucumber, wooden desk, traffic light, Guinness, tomotoes ","atm, tree, cow, drums, lightbulb and wooden chair"
sub_047,schema_l,40517.59999999404,"present, pumpkin, kiwi, phone, flower and shovel","pitta, mug, squirel, bike tyre, cloud, bee"
sub_047,random_loc,46797.30000001192,"trolley, tree, football table, bus, ice, ladybird","microwave, rubic cube, treadmill, snooker table, beer, tyre rope"
sub_048,schema_l,67585.10000000056,"cupcake, stairs, safe?, bed, ball, plug","pasta, shower head, table,, onion, steering wheel, bookcase"
sub_048,random_loc,98499.5,"bath, flip flopo, handle, catd, mirror, curtain","chair, spice, bus, map, tv, donught"
sub_048,no_schema,30645.900000000373,"atm, christmas tree, cow, drums, bulb, chair",NA
sub_048,schema_c,44898.40000000037,"present, pumpkin, kiwi, phone, rose, spade","chip, mug, squirrell, wheel, cloud, bee"
sub_048,schema_ic,39562.5,"trolley, tree, game, bus, ice cube, ladybird","microwave, rubik cube, treadmill, pool, bottle, hose"
sub_049,schema_c,102118.90000000596,"cupcake, escalator, water fountain, bed, basketball, plug socket","macaroni, shower head, table, onion, steering wheel, shelves"
sub_049,schema_ic,42378.5,"bath, flip flop, door handle, card, wing mirror, curtains","chair, salt, school bus, map, tv, doughnut"
sub_049,schema_l,58756.60000000894,"sink, cucumber, picnic table, traffic light, pint, tomato","cash machine, christmas tree, cow, drum kit, light bulb, rocking chair"
sub_049,random_loc,70802.5,"present, pumpkin, kiwi, pay phone, flower, shovel","tortilla chip, flask, squirrel, bike wheel, cloud, bee"
sub_049,no_schema,40659.79999999702,"microwave, rubix cube, treadmill, pool table, beer bottle, hose",NA
sub_050,random_loc,76912.60000000149,"Cupcake
Escalator
Sink
Bed
Basketball
Outlet","Pasta
Shower Head
Table
Red Onion
Steering Wheel
Draws"
sub_050,no_schema,49000.29999999702,"Chair
Salt Shaker
School Bus
World Map
Television
Donut",NA
sub_050,schema_c,63027.5,"Sink
Cucumber
Picnic Table
Traffic Lights
Drink
Cherry Tomatoes","ATM
Christmas Tree
Cow
Drums
Lightbulb
Chair"
sub_050,schema_ic,79599.5,"Present
Pumpkin
Avocado
Fuel Pump
Flower
Shovel","Tortilla Crisp
Travel Mug
Squirrel
Bike Wheel
Cloud
Bee"
sub_050,schema_l,47347.599999997765,"Trolley
Tree
Table Football
Coach
Ice
Ladybug","Microwave
Rubix Cube
Treadmill
Pool Table
Beer Bottle
Hose"
sub_051,schema_c,67703.10000000149,"cupcake, elevator, drinking fountain, a bed, a basket ball, a power socket","pasta, showerhead, a coffee table, red onion, steering wheel, a bookcase"
sub_051,schema_ic,41493.20000000298,"bath, flip flop, door handle, ACE playing card, car mirror, curtain","folding chair, salt shaker, a school bus, a world map, a mintor, a doughnut"
sub_051,schema_l,36809.69999999553,"sink, cucumber, picnic table, stoplights, pint of guiness, tomatos","cash machine, chrismtas tree, cow, drumkit, lightbulb, wooden chair"
sub_051,random_loc,39734.79999999702,"present, pumpkin, kiwi, payphone, rose, spade","a dorito crisp, a thermos mug, a squirrel, a bike wheel, a cloud, a wasp"
sub_051,no_schema,23156.80000000447,"microwave, rubrix rube, running machine, pool table, glass bottle, hose",NA
sub_052,schema_ic,139139.60000014305,"cupcake
escalator
drinking fountain
bed
basketball
sockets","pasta
showerhead
table
onion
steering wheel
bookcase"
sub_052,schema_l,99113.10000014305,"bath
slipper
door handle
playing card
wing mirror
curtains","chair
pepper shaker
school bus
map
television
doughnut"
sub_052,random_loc,130442.70000004768,"washbasin
cucumber
picnic table
traffic lights
glass of coke
salad tomatoes","atm machine
christmas tree
cow
drumset
lightbulb
rocking chair"
sub_052,no_schema,64579.799999952316,"tortilla
thermos cup
squirrel
wheel
cloud
bee",NA
sub_052,schema_c,84646.5,"shopping trolley
tree
table football
coach
icecube
ladybird","microwave
rubix cube
treadmill
pool table
bottle 
hose"
sub_053,no_schema,102985,"macaroni
shower head
table
onion
steering wheel
cupboard",NA
sub_053,schema_c,75074,"bath
flip flop
door handle
card
wing mirror
curtain","chair
pepper
bus
map
tv
donut"
sub_053,schema_ic,77122,"sink
cucumber
bench
lights
guinness
tomatoes","cashpoint
tree
cow
drums
bulb
chair"
sub_053,schema_l,65674,"present
pumpkin
kiwi
phone
rose
spade","tortilla
cup
squirrell
wheel
cloud
wasp"
sub_053,random_loc,46855,"trolley
tree
table
bus
ice
bug","microwave
rubix
treadmill
pool table
bottle
hose
"
sub_054,schema_l,129664.09999999404,"Cupcake, escalator, water fountain, bed, basketball, wall socket","Macaroni, showerhead, table, red onion, steering wheel, bookcase"
sub_054,random_loc,102833.10000000894,"Bathtub, flipflop, door handle, playing card, side mirror, curtain","Chair, salt shaker, toy bus, world map, tv, doughnut"
sub_054,no_schema,68377.20000000298,"ATM machine, Christmas tree, cow, drumkit, energy saving bulb, chair",NA
sub_054,schema_c,100731.79999999702,"Present, Jack-O-Lantern, kiwi, payphone, rose, shovel","Tortilla, travel mug, squirrel, bike tyre, cloud, wasp"
sub_054,schema_ic,86650.20000000298,"Shopping trolley, tree, foosball table, coach, ice cube, ladybird","Microwave, Rubik's cube, treadmill, pool table, beer bottle, hosepipe"
sub_055,schema_ic,105387,"Cupcake
Escalator
Fountain
Bed
Basketball 
Light switch","Pasta
Shower head
Table
Onion
Steering wheel
Bookcase"
sub_055,schema_l,57622,"Bathtub
Sandal
Door handle
Playing card
Car mirror
Curtains","Steel chair
Salt shaker
School bus
Map
Monitor
Doughnut"
sub_055,random_loc,40658,"Sink
cucumber 
Bench
Traffic lights
Beer
Tomato","ATM
Christmas tree
Cow
Drum set
Light blue
Chair"
sub_055,no_schema,36738,"Pitta bread
Coffee mug
Squirrel
Bicycle wheel
Cloud
Wasp",NA
sub_055,schema_c,199169.00000000003,"Shopping Trolley
Tree
Table Football
Coach
Ice Cube
Ladybird","Microwave
Rubix Cube
Treadmill
Snooker table
Beer bottle
Hose pipe"
sub_056,schema_c,98943,"Cupcake, Escalator, Telephone, Double bed, Basketball, Power outlet. ","Macaroni, Shower head, Table, Onion, Steering wheel, Bookcase. "
sub_056,schema_ic,57002,"Bathtub, Flip flip, Door handle, Ace, Car mirror, Curtain.","Chair, salt shaker, bus, map, tv, donut. "
sub_056,schema_l,56752,"Sink, cucumber, bench, traffic lights, beer, tomatoes.","ATM, christmas tree, cow, drums, lightbulb, chair."
sub_056,random_loc,60095,"Gift, pumpkin, kiwi, telephone, rose, shovel.","Tortilla, cup, squirrel, wheel, cloud, bee."
sub_056,no_schema,46926,"Microwave, rubiks cube, treadmill, pool table, beer bottle, hose. ",NA
sub_057,no_schema,72104.89999985695,"Macaroni,
Shower head,
Table,
Red onion,
Steering wheel,
Bookshelf
",NA
sub_057,schema_c,143439.20000004768,"Bath tub,
Flip-flop,
Door handle,
Playing card,
Wing mirror,
Curtain.","Garden chair,
Salt shaker,
School bus,
World map,
Monitor,
Doughnut."
sub_057,schema_ic,147348,"Hand sink,
Cucumber,
Bench,
Traffic lights,
Ale,
Baby plum tomatoes.","Cash machine,
Christmas tree,
Cow,
Drum kit,
Light bulb,
Rocking chair."
sub_057,schema_l,142503.39999985695,"Gift,
Pumpkin,
Kiwi,
Petrol pump,
Flower,
Shovel","Tortilla,
Thermos,
Squirrel,
Bike tyre,
Cloud,
Bee"
sub_057,random_loc,141210.09999990463,"Trolley,
Tree,
Table football,
Coach,
Rock,
Ladybug","Microwave,
Rubik's cube,
Treadmill,
Snooker table,
Beer bottle,
Garden hose."
sub_058,schema_ic,76294.20000000298,"cupcake, escalator, water fountain, bed, basketball, socket","macaroni, shower, table, onion, steering wheel, shelves"
sub_058,schema_l,77761.79999999702,"bath, flip flop, handle, playing card, wing mirror, curtains","chair, salt, bus, map, television, doughnut"
sub_058,random_loc,59061.80000001192,"sink, cucumber, picnic table, traffic lights, coca cola, tomatoes","cash machine, Christmas tree, cow, drums, lightbulb, rocking chair"
sub_058,no_schema,28423.20000000298,"tortilla chip, thermos, squirrel, wheel, cloud, bee",NA
sub_058,schema_c,78576.5,"trolley, tree, football table, coach, ice cube, ladybird","microwave, Rubik's cube, treadmill, pool table, bottle, hosepipe"
sub_059,schema_c,66509.89999999851,"Cupcake
Escalator
Soundbox
Bed
Basketball
Plug socket","Pasta
Shower head
Table
Red Onion
Steering Wheel
Book Shelf"
sub_059,schema_ic,47201.599999997765,"Bath
Flip Flop
Spinner
Card
Wing Mirror
Curtain","Chair
Salt and Pepper
School Bus
Map
TV
Donut"
sub_059,schema_l,146092.5,"Sink
Cucumber
Bench table
Traffic Lights
Drink
Tomatoes","ATM
Christmas Tree
Cow
Drum Kit
Bulb
Chair"
sub_059,random_loc,51246.5,"Present
Pumpkin
Kiwi
Telephone
Rose
Bee","Crisp
Flask
Squirrel
Bike Wheel
Cloud
Wasp"
sub_059,no_schema,91230.5,"Microwave
Rubix cube
Treadmill
Snooker table
Beer 
Hose",NA
sub_060,schema_l,135769.40000009537,"cupcake, escalator, water fountain, bed, basketball, plug socket.","macaroni, shower head, table, red onion, steering wheel, cabinet."
sub_060,random_loc,72893.30000019073,"bath, flip flop, handle, card, door mirror, curtain.","chair, salt shaker, school bus, map, display, doughnut. "
sub_060,no_schema,46304.09999990463,"ATM, christmas tree, cow, drum set, lightbulb, chair",NA
sub_060,schema_c,49387.700000047684,"present, pumpkin, kiwi, payphone, rose, shovel","tortilla chip, flask, squirrel, wheel, clould, wasp"
sub_060,schema_ic,62131.89999985695,"trolley, tree, football table, coach, ice block, ladybug","microwave, rubic cube, treadmill, snooker table, bottle, hose"
sub_061,no_schema,29753.79999999702,"pasta, shower head, table, onion, wheel, bookcase",NA
sub_061,schema_c,39524.90000000596,"bath, shoe, door handle, card, wing mirror, curtains","chair, salt, bus, map, tv, doughnut"
sub_061,schema_ic,33826,"sink, cucumber, bench, lights, beer, tomatoes","ATM, Christmas tree, cow, drums, lightbulb, chair"
sub_061,schema_l,34307.79999999702,"present, pumpkin, kiwi, phone, rose, shovel","pitta, flask, squirrel, wheel, cloud, wasp"
sub_061,random_loc,36581.5,"trolley, tree, football table, bus, ice, ladybird","microwave, rubix cube, treadmill, pool table, beer, hose"
sub_062,no_schema,56738.89999999991,"pasta , shower head, table , onion , steering wheel, drawers ",NA
sub_062,schema_c,82009.29999999981,"bath, sandal , door handle , card , wing mirror, curtain
 ","chair, salt , bus , map , tv , doughnut "
sub_062,schema_ic,57621.39999999991,"sink, cucumber , table , lights , beer , tomato","ATM , tree , cow , drum , light , chair"
sub_062,schema_l,116814.3999999999,"gift , pumpkin , kiwi , phone , flower , shovel","crisp , mug , squirrel , wheel , cloud , bee"
sub_062,random_loc,52255.700000000186,"trolley , tree , table football , coach , ice , ladybug
","microwave , rubix , treadmill , pool table , bottle , hose"
sub_063,random_loc,91531,"cup cake, escalators, water tap, bed, baseball, socket.","pasta, shower head, round table, onion, steering wheel, shelf. "
sub_063,no_schema,101089.89999997616,"foldable chair, salt cellar, American school bus, world map, Computer monitor, ring donut. ",NA
sub_063,schema_c,143334.39999997616,"bathroom sink, cucumber, picnic table, traffic light, beer glass, tomatoes.","cash point, Christmas tree, cow, drums, energy light bulb, wooden high chair."
sub_063,schema_ic,98923.30000001192,"present, pumpkin, fig, pay phone, red rose, shovel","Dorito, portable coffee cup, squirrel, bike wheel, cloud, wasp."
sub_063,schema_l,73971.10000002384,"shopping trolley, tree, football table, coach, ice cube, lady bird. ","microwave, rubric cube, treadmill, snooker table, beer bottle, hose pipe"
sub_064,schema_l,113514.5,"Flakes, Shower head, Table, Onion, Wheel, Cupboard",I do not know yet
sub_064,random_loc,92869.39999961853,"chair, salt case, bus, map, ","tv, donut"
sub_064,no_schema,72428.7999997139,"atm booth, chrish mas tree, cow, drum, light, chair",NA
sub_064,schema_c,69875.40000009537,"gift, pumkin, kiwi, telephone, rose, shovel","bread, mug, squirel, wheel. cloud. bee"
sub_064,schema_ic,46400.40000009537,"trolly, tree, football board, bus, plastic, beetle","microwave oven, cube, treadmill, poll board, bottle, pipe"
sub_065,schema_l,113992.09999999963,"cupcake, escalator, sink, bed, basketball, plug socket","pasta, shower head, table, onion, steering wheel, bookcase"
sub_065,random_loc,81765.80000000075,"bash, flipflop, door handle, playing card, car mirror, curtain ","folding chair, salt shaker, bus, map, TV, doughnut"
sub_065,no_schema,53974.29999999702,"ATM, christmas tree, cow, drum kit, lightblub, chair",NA
sub_065,schema_c,68022.89999999851,"present, pumpkin, kiwi fruit, phone, rose, shovel","chip, steel mug, squirrel, bike tire, cloud, wasp"
sub_065,schema_ic,76825.60000000149,"shopping cart, tree, fossball table, coach, ice cube, lady bug","mircowave, rubiks cube, treadmill, pool table, beer bottle, hose "
sub_066,no_schema,38764,"Pasta, Shower Head, Table, Red Onion, Steering Wheel, Book Shelf.",NA
sub_066,schema_c,66009.60000002384,"Bathtub, Flip-Flop, Door Handle, Ace of Diamonds Card, Wing Mirror, Curtain.","Chair, Salt Shaker, School Bus, World Map, Television, Doughnut."
sub_066,schema_ic,59198.30000001192,"Sink,  Cucumber, Picknic Table, Traffic Lights, Beer, Tomatoes","ATM, Christmas Tree, Cow, Drums, Lightbulb, Chair."
sub_066,schema_l,69640.89999997616,"Present, Pumpkin, Kiwi, Public Telephone, Pink Rose,  Shovel.","Tortilla Crisp, Flask, Squirrel, Bike Wheel, Cloud, Wasp."
sub_066,random_loc,51288.30000001192,"Shopping Trolly, Tree, Table Football, Coach, Ice Cube, Lady Bug.","Microwave, Rubix Cube, Treadmill, Pool Table, Beer Bottle, Hosepipe."
sub_067,random_loc,78669.70000004768,cupcake esculator box bed basketball socket plug,pasta shower head table onion steering wheel bookshelf
sub_067,no_schema,36681.89999985695,chair salt bus map monitor doughnut,NA
sub_067,schema_c,103845.60000014305,bath sinkcucumber park bench traffic light bear glass tomato,cash machine christmas tree cow drumlight bulb chair
sub_067,schema_ic,78079.20000004768,present pumpkin kiwi payphone rose spade,tortilla thermos squirrel bike wheel cloud bee
sub_067,schema_l,50100,trolley tree foosball bus stone lady bird,microwave rubix cube treadmill pool table bottle hose
sub_068,schema_c,31021.59999999404,"Cupcake, escalator, sink, bed, ball, socket","Macaroni, showerhead, table, onion, wheel, shelf"
sub_068,schema_ic,23088.5,"bath, sandal, doorknob, card, mirror, curtain","chair, salt, bus, map, screen, doughnut"
sub_068,schema_l,25828.20000000298,"sink, cucumber, picnic table, traffic lights, beer, tomatoes","atm, christmas tree, cow, drums, bulb, chair"
sub_068,random_loc,24920.29999999702,"present, pumpkin, kiwi, phone, rose, shovel","crisp, mug, squirrel, tyre, cloud, bee"
sub_068,no_schema,13332.69999999553,"microwave, rubix cube, treadmill, pool table, bottle, hose",NA
sub_069,no_schema,37199.699999999255,macaroni shower table onion wheel shelf,NA
sub_069,schema_c,64229.099999997765,bath flip flop handle card mirror curtain,chair shaker bus map tv donut
sub_069,schema_ic,32461.699999999255,sink cucumber table lights pint tomatos,atm tree cow drum bulb chair
sub_069,schema_l,38916.60000000149,gift pumpkin kiwi phone flower spade,tortilla flask squirrel wheel cloud bee
sub_069,random_loc,39220.599999997765,trolley tree foosball bus stone bug,microwave rubix threadmill pool bottle hose
sub_070,schema_ic,70697.5,"Cupcake, Escalator, Water Fountain, Bed, Basketball, Socket","Pasta, Showerhead, Table, Onion, Steering Wheel, Bookcase"
sub_070,schema_l,53699.20000000298,"Bath
Flip flop
Door handle
Playing card
Wing mirror
Curtain","Chair
Salt Shaker
School Bus
World Map
TV
Donut"
sub_070,random_loc,182352.80000000075,"Sink
Cucumber
Picnic Table
Traffic lights
Beer
Tomatoes","ATM
Christmas Tree
Cow
Drum Kit
Lightbulb
Chair"
sub_070,no_schema,24613.89999999851,"Crisp
Flask
Squirrel
Wheel
Cloud
Bee",NA
sub_070,schema_c,47811.39999999851,"Trolley
Tree
Table Football
Coach
Ice cube
Ladybug","Microwave
Rubix Cube
Treadmill
Pool Table
Beer
Hose"
sub_071,random_loc,78955.29999999981,cupcake escalator fountain bed basketball outlet,macaroni showerhead table onion wheel cupboard
sub_071,no_schema,29207.10000000056,chair salt bus map monitor donut ,NA
sub_071,schema_c,42907.799999999814,sink cucumber bench lights pint tomato,atm tree cow drums bulb chair
sub_071,schema_ic,43768.200000000186,present pumpkin kiwi phone rose shovel,tortilla mug squirrel wheel cloud wasp
sub_071,schema_l,73416.39999999944,trolley tree table football coach ice ladybird,microwave rubiks cube treadmill pool table bottle hose
sub_072,schema_ic,64969.09999999963,"Cake, escalator, sink, bed, basketball, plug socket","Pasta, showerhead, table, red onion, steering wheel, bookcase"
sub_072,schema_l,35960,"bath, flip flop, door handle, playing card, wing mirror, curtain","chair, salt shaker, school bus, world map, television, donut"
sub_072,random_loc,68781.1000000001,"sink, cucumber, wooden bench table, traffic lights, pint of cola, tomatoes","ATM, Christmas tree, cow, drumset, lightbulb, rocking chair"
sub_072,no_schema,33663,"tortilla chip, travel mug, squirrel, bicycle wheel, cloud, wasp",NA
sub_072,schema_c,32916.10000000056,"shopping trolley, tree, foosball table, coach, ice cube, ladybird","microwave, rubik's cube, tradmill, pool table, glass bottle, hose"
sub_073,no_schema,24761.5,"Pasta, Showerhead, Table, Onion, wheel, shelves",NA
sub_073,schema_c,45154.300000071526,"Bath, sandal, doorknob, card, wingmirror, table","Chair, salt, bus, map, TV, doughnut"
sub_073,schema_ic,33337.89999997616,"Sink, Cucumber, Table, Lights, Beer, Tomato","ATM, tree, cow, drums, bulb, chair"
sub_073,schema_l,49965,"Gift, pumpkin, kiwi, phone, rose, spade","Crisp, Thermos, possum, wheel, cloud, bee"
sub_073,random_loc,38862.199999928474,"trolley, tree, foosball, bus, rock, bug","microwave, cube, treadmill, pool table, beer bottle, hose"
sub_074,random_loc,22085,CUPCAKE,PASTA
sub_074,no_schema,18513.59999999404,CHAIR,NA
sub_074,schema_c,9067.09999999404,SINK,COW
sub_074,schema_ic,15125.700000017881,PRESENT,BEE
sub_074,schema_l,11094.800000011921,TROLLEY,MICROWAVE
sub_075,schema_l,73940.20000000298,"Cupcake, escalator, suitcase, bed, basketball, outlet","Macaroni, shower, table, onion, steering wheel, bookcase"
sub_075,random_loc,41351,"Bath, flipflop, door handle, playing card, wing mirror, curtain","Chair, salt shaker, school bus, world map, TV, doughnut"
sub_075,no_schema,30264.89999999851,"ATM, Christmas tree, cow, drums, lightbulb, chair",NA
sub_075,schema_c,50618.300000000745,"Present, jack-o-lantern, kiwi, pay phone, rose, spade","nacho chip, travel mug, squirrel, wheel, cloud, bee"
sub_075,schema_ic,36509.89999999851,"trolley, tree, table football, coach, rock, ladybird","microwave, Rubix cube, treadmill, pool table, beer bottle, hose"
sub_076,schema_ic,220675.20000000298,"muffin, escalators, music player, bed, basketball, plug socket","mac n cheese, shower, table, onion, car wheel, cabinet"
sub_076,schema_l,311183.59999999776,"bath, slipper, door handle, playing card, car window, curtains","chair, salt, bus, map, tv, doughnut"
sub_076,random_loc,258169.69999999925,"sink, cucumber, bench, traffic light, drink, tomatoes","atm, Christmas tree, cow, drums, light bulb, chair"
sub_076,no_schema,67245.39999999851,"crisp, mug, squirrel, bicycle wheel, cloud, bee",NA
sub_076,schema_c,202181,"trolly, tree, football table, coach, rock ladybird","microwave, Rubix cube, exercise machine, game table, bottle, na"
sub_077,no_schema,74734.60000000056,"Pasta
Showerhead
Table
Red onion
Steering wheel
Bookcase",NA
sub_077,schema_c,103890.39999999944,"Bathtub
Flip-flop
Door handle
Playing card
Car mirror
Curtain","Chair
Salt cellar
Bus
Map
Monitor
Doughnut"
sub_077,schema_ic,131116.7999999998,"Basin
Cucumber
Picnic bench
Traffic lights
Pint
Tomatoes","Cash machine
Christmas tree
Cow
Drum kit
Lightbulb
Chair"
sub_077,schema_l,111029.69999999925,"Gift
Pumpkin
Kiwi fruit
Public telephone
Rose
Trowel","Dorito
Flask
Squirrel
Wheel
Cloud
Wasp"
sub_077,random_loc,117039,"Trolley
Tree
Table football
Bus
Ice cube
Ladybird","Microwave
Rubiks cube
Treadmill
Air hockey table
Bottle
Hose"
sub_078,schema_l,121676.29999998212,"cupcake
escalator
urinal
bed
basketball
socket","macaroni pasta
showerhead
table
half a red onion
steering wheel
bookshelf"
sub_078,random_loc,241691.70000001788,"bath
flip flops
door handle
ace card
wind mirror
curtain","chair
salt shake
school bus
map
monitor
doughnut"
sub_078,no_schema,340012.60000002384,"cash machine
christmas tree
cow
drum set
bulb
rocking chair",NA
sub_078,schema_c,114941,"present
pumpkin
kiwi
telephone box
rose
spade","nacho
thermal mug
squirrel
tyre
cloud
wasp"
sub_078,schema_ic,88083.30000001192,"trolley
tree
snooker table
coach
ice cube
ladybird","microwave
rubix cube
treadmill
pool table
bottle
hose"
sub_079,random_loc,100353.80000019073,"cupcake, escalator, suitcase, bed, basketball, plug","pasta, shower head, table, onion, steering wheel, bookcase"
sub_079,no_schema,23425.599999427795,"chair, salt, school bus, world map, tv, doughnut",NA
sub_079,schema_c,39201.099999427795,"sink, cucumber, picnic table, traffic lights, beer, tomatoes","ATM, christmas tree, cow, drum kit, bulb, rocking chair"
sub_079,schema_ic,38217.5,"present, pumpkin, kiwi, telephone, rose, spade","naan bread, flask, squirrel, wheel, cloud, wasp"
sub_079,schema_l,58802.599999427795,"shopping cart, tree, table football, bus, ice cube, ladybird","microwave, rubix cube, treadmill, pool table, bottle, hose"
sub_080,schema_c,47860.90000009537,"Pasta, shower , desk, onion, wheel, cupboard",Don't know
sub_080,schema_ic,26385.599999904633,"Chair, Salt, Bus, World Map, Computer, Donut",Corn?
sub_080,schema_l,19603.900000095367,"ATM, Tree, Cow, Drums, Cable, Chair",Cat
sub_080,random_loc,46417.10000014305,"Nacho, Flask, Squirrel, Wheel, Cloud, Wasp",Ant
sub_080,no_schema,28147,"Microwave, Cube, Treadmill, Table, Bottle, Hose",NA
sub_081,schema_ic,146716.7999999998,"cupcake, escalator, water fountain, bed, basketball, socket plate","macaroni, shower head, table, onion, steering wheel, shelving unit"
sub_081,schema_l,81121.79999999981,"bathtub, flipflop, door handle, playing car (ace of diamonds), wing mirror, curtain","chair, salt shaker, school bus, map, tv screen, doughnut"
sub_081,random_loc,95775,"basin, cucumber, picnic table, traffic light, pint, tomatoes","atm, christmas tree, cow, drums, lightbulb, rocking chair"
sub_081,no_schema,51481,"flatbread/crisp, thermos, squirrel, bike wheel, cloud, bee",NA
sub_081,schema_c,71952.5,"trolley, tree, table-football, coach, ice cube, ladybird","microwave, rubik cube, treadmill, pool table, beer bottle, hose"
sub_082,no_schema,31839.100000023842,"Pasta
Shower Head
Table
Onion
Wheel
Cabinet",NA
sub_082,schema_c,68991.30000001192,"Bath
Sandal
Handle
Card
Mirror
Curtain
","Chair
Salt
Bus
Mao
TV
Donut"
sub_082,schema_ic,70273.79999995232,"Sink
Cucumber
Bench
Balls
Pint
Tomatoes","ATM
Tree
Cow
Drums
Bulb
Chair"
sub_082,schema_l,52262.39999997616,"Present
Pumpkin
Kiwi
Phone
Flower
Shovel","Wrap
Mug
Squirrel
Tire
Cloud
Bee"
sub_082,random_loc,255484.90000003576,"trolley
tree
football table
bus
rock
Ladybug","Microwave
Rubix cube
treadmill
snooker table
bottle
hose"
sub_083,random_loc,56523.80000001192,"cupcake, escalator, sink, bed, ball, socket","macaroni, shower, table, onion, steering wheel, bookcase"
sub_083,no_schema,16556,"chair, salt, bus, map, tv, yumnut",NA
sub_083,schema_c,44571.69999998808,"sink, cucumber, bench, traffic light, beer, tomatoes","cash machine, christmas tree, cow, drums, bulb, chair"
sub_083,schema_ic,32631.69999998808,"gift, pumpkin, kiwi, phone, rose, shovel","crisp, mug, squirrel, wheel, cloud, bee"
sub_083,schema_l,40369.39999997616,"trolley, tree, football, coach, rock, ladybird","microwave, rubix cube, running machine, pool table, beer bottle, hose"
sub_084,schema_l,85443.30000001192,"cake, escalator, washbasin, bed, basketball, socket","pasta, showerhead, table, onion, steering wheel, bookshelf"
sub_084,random_loc,44076.69999998808,"bath, flip flop, handle, card, wing mirror, curtain","chair, salt mill, school bus, map, screen, doughnut"
sub_084,no_schema,31858.600000023842,"ATM, Christmas tree, cow, drum kit, light bulb, rocking chair",NA
sub_084,schema_c,50419.19999998808,"present, pumpkin, kiwi fruit, telephone, rose, spade","crepe, flask, squirrel, bike tyre, cloud, wasp"
sub_084,schema_ic,67693.19999998808,"shopping trolley, tree, foozball table, coach, rough diamond, ladybird","Microwave, rubiks cube, treadmill, pool table, bottle, pipe"
sub_085,schema_ic,79527.80000000075,"cupcake, escalators, water fountain, bed, basketball, socket","Pasta, shower, table, onion, steering wheel, shelf"
sub_085,schema_l,45637.699999999255,"Bath. flipflop, handle, card, mirror, curtain
","chair, salt, bus, map, tv. donught "
sub_085,random_loc,63367.89999999851,"Sink, cucumber, table, lights, pint, tomatoes","ATM, Xmas tree, cow, drums, lightbulb, chair"
sub_085,no_schema,49560.599999997765,"wrap, mug, squirrel, wheel, cloud, wasp",NA
sub_085,schema_c,58916.79999999702,"trolly, tree, fusball, coach, stone, ladybug","Microwave, rubix cube, treadmill, pool table, beer, hose"
